□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,
,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다.,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,
계약일자 : 20200701 ~ 20200731,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,
시도 : 전라북도,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
전라북도 군산시 미룡동,900-1,900,1,주공3차,49.86,202007,8,"6,200",10,2001,미룡로 42
전라북도 군산시 미룡동,900-1,900,1,주공3차,59.42,202007,14,"9,700",18,2001,미룡로 42
전라북도 군산시 미룡동,900-1,900,1,주공3차,59.42,202007,16,"8,300",12,2001,미룡로 42
전라북도 군산시 미룡동,900-1,900,1,주공3차,59.42,202007,20,"9,400",20,2001,미룡로 42
전라북도 군산시 미룡동,900-1,900,1,주공3차,59.42,202007,21,"8,750",18,2001,미룡로 42
전라북도 군산시 미룡동,900-1,900,1,주공3차,49.86,202007,23,"6,600",8,2001,미룡로 42
전라북도 군산시 미룡동,900-1,900,1,주공3차,59.42,202007,25,"10,000",9,2001,미룡로 42
전라북도 군산시 미장동,484,484,0,군산미장2차아이파크,74.9873,202007,3,"28,000",14,2017,미장안길 45
전라북도 군산시 미장동,484,484,0,군산미장2차아이파크,74.9925,202007,6,"27,100",11,2017,미장안길 45
전라북도 군산시 미장동,484,484,0,군산미장2차아이파크,74.9873,202007,8,"25,500",3,2017,미장안길 45
전라북도 군산시 미장동,484,484,0,군산미장2차아이파크,74.9925,202007,18,"26,500",12,2017,미장안길 45
전라북도 군산시 미장동,542,542,0,군산미장아이파크,84.9965,202007,1,"25,900",6,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,100.4358,202007,1,"36,000",12,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,59.9994,202007,1,"17,900",2,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,84.9965,202007,2,"26,000",11,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,100.4358,202007,3,"34,500",25,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,100.4358,202007,4,"34,400",17,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,59.9994,202007,6,"19,000",23,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,84.9965,202007,7,"26,700",18,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,84.9965,202007,7,"27,000",22,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,84.9811,202007,7,"26,800",18,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,84.981,202007,8,"27,300",17,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,59.9994,202007,10,"18,600",11,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,84.9965,202007,11,"26,800",8,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,59.9994,202007,16,"19,500",12,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,84.9811,202007,23,"27,200",19,2015,미장남로 10
전라북도 군산시 미장동,542,542,0,군산미장아이파크,84.9965,202007,29,"26,800",15,2015,미장남로 10
전라북도 군산시 미장동,473,473,0,군산수송공원삼성쉐르빌,103.824,202007,9,"25,000",9,2009,경포천로 66
전라북도 군산시 미장동,473,473,0,군산수송공원삼성쉐르빌,103.824,202007,11,"25,150",11,2009,경포천로 66
전라북도 군산시 미장동,473,473,0,군산수송공원삼성쉐르빌,103.824,202007,14,"24,800",11,2009,경포천로 66
전라북도 군산시 미장동,473,473,0,군산수송공원삼성쉐르빌,84.406,202007,17,"18,600",3,2009,경포천로 66
전라북도 군산시 미장동,473,473,0,군산수송공원삼성쉐르빌,149.9,202007,20,"35,800",9,2009,경포천로 66
전라북도 군산시 미장동,473,473,0,군산수송공원삼성쉐르빌,103.824,202007,22,"23,500",1,2009,경포천로 66
전라북도 군산시 미장동,473,473,0,군산수송공원삼성쉐르빌,84.406,202007,22,"20,000",10,2009,경포천로 66
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,65.9,202007,2,"20,675",10,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,65.93,202007,8,"23,500",20,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,74.91,202007,9,"22,539",9,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,65.9,202007,10,"20,675",6,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,101.84,202007,11,"34,000",2,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,74.99,202007,13,"24,500",14,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,65.9,202007,15,"22,100",21,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,84.86,202007,16,"26,500",10,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,74.91,202007,20,"22,539",14,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,59.93,202007,24,"15,600",1,2018,미장남로 100
전라북도 군산시 미장동,558,558,0,미장 대원칸타빌,84.86,202007,31,"25,532",10,2018,미장남로 100
전라북도 군산시 미장동,May-55,55,5,미장코아루,129.19,202007,1,"25,000",5,2007,미장안길 42
전라북도 군산시 미장동,May-55,55,5,미장코아루,129.19,202007,17,"24,850",2,2007,미장안길 42
전라북도 군산시 미장동,May-55,55,5,미장코아루,129.19,202007,18,"29,250",14,2007,미장안길 42
전라북도 군산시 미장동,May-55,55,5,미장코아루,129.19,202007,28,"24,700",2,2007,미장안길 42
전라북도 군산시 미장동,Jan-52,52,1,예그린,59.94,202007,9,"4,800",15,1992,문화로 205
전라북도 군산시 미장동,Jan-53,53,1,현대파인빌,84.992,202007,9,"14,800",15,2004,문화로 208-8
전라북도 군산시 미장동,Jan-53,53,1,현대파인빌,84.992,202007,10,"14,500",8,2004,문화로 208-8
전라북도 군산시 미장동,Jan-53,53,1,현대파인빌,84.992,202007,13,"15,000",9,2004,문화로 208-8
전라북도 군산시 미장동,Jan-53,53,1,현대파인빌,84.992,202007,17,"13,900",15,2004,문화로 208-8
전라북도 군산시 미장동,Jan-53,53,1,현대파인빌,59.978,202007,18,"12,700",7,2004,문화로 208-8
전라북도 군산시 미장동,Jan-53,53,1,현대파인빌,84.992,202007,19,"14,700",4,2004,문화로 208-8
전라북도 군산시 미장동,Jan-51,51,1,현대파인빌2차,84.98,202007,11,"15,500",1,2006,미장안길 55
전라북도 군산시 미장동,Jan-51,51,1,현대파인빌2차,59.938,202007,30,"12,200",7,2006,미장안길 55
전라북도 군산시 사정동,100,100,0,금호타운2차,84.6,202007,3,"11,800",14,1996,두란뜸2길 8
전라북도 군산시 사정동,488-1,488,1,자연애,80.475,202007,14,"7,400",3,2014,경기장로 36-12
전라북도 군산시 산북동,3616,3616,0,부향하나로1차,39,202007,17,"2,250",11,1997,동아로 12
전라북도 군산시 산북동,3616,3616,0,부향하나로1차,39,202007,23,"2,100",11,1997,동아로 12
전라북도 군산시 산북동,3637,3637,0,부향하나로4차,39.08,202007,17,"2,250",12,1997,칠성안4길 39
전라북도 군산시 산북동,3637,3637,0,부향하나로4차,39.08,202007,26,"1,100",10,1997,칠성안4길 39
전라북도 군산시 산북동,3637,3637,0,부향하나로4차,39.08,202007,30,"1,450",2,1997,칠성안4길 39
전라북도 군산시 산북동,Jan-51,3551,1,시영1차,34.38,202007,9,"1,950",3,1990,칠성안1길 16
전라북도 군산시 산북동,3551,3551,0,시영2차,48.525,202007,1,"3,000",4,1991,산북로 162
전라북도 군산시 산북동,3551,3551,0,시영2차,48.525,202007,3,"3,500",12,1991,산북로 162
전라북도 군산시 산북동,3551,3551,0,시영2차,48.525,202007,15,"2,600",5,1991,산북로 162
전라북도 군산시 산북동,3542,3542,0,주공,46.68,202007,1,"2,600",4,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,47.01,202007,2,"4,000",4,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,47.01,202007,3,"3,000",5,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,39.69,202007,3,"3,230",3,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,39.3,202007,3,"3,200",2,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,47.01,202007,6,"2,450",4,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,39.69,202007,7,"3,200",1,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,46.68,202007,8,"3,500",5,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,46.68,202007,9,"3,900",2,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,39.69,202007,9,"2,550",4,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,39.69,202007,9,"2,800",3,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,47.01,202007,9,"4,300",4,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,47.01,202007,10,"2,800",4,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,46.68,202007,11,"2,000",5,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,46.68,202007,12,"3,000",5,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,47.01,202007,14,"2,900",5,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,39.69,202007,20,"3,400",1,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,47.01,202007,20,"3,900",3,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,39.69,202007,23,"3,100",3,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,46.68,202007,24,"4,000",2,1989,동아로 145-1
전라북도 군산시 산북동,3542,3542,0,주공,39.3,202007,27,"1,900",1,1989,동아로 145-1
전라북도 군산시 산북동,3538,3538,0,코오롱,59.35,202007,25,"7,300",10,1994,소룡안3길 24
전라북도 군산시 삼학동,811-1,811,1,삼학대우,59.892,202007,15,"8,100",12,1996,축동로 188
전라북도 군산시 소룡동,857,857,0,그린서해맨션,74.95,202007,9,"6,100",13,1993,풍전3길 30
전라북도 군산시 소룡동,857,857,0,그린서해맨션,74.95,202007,13,"5,250",6,1993,풍전3길 30
전라북도 군산시 소룡동,1323-13,1323,13,동아,84.89,202007,18,"5,900",11,1990,동아로 160
전라북도 군산시 소룡동,1323-13,1323,13,동아,75.56,202007,21,"6,500",4,1990,동아로 160
전라북도 군산시 소룡동,1010,1010,0,성원상떼빌,84.9506,202007,9,"6,500",14,2004,해망로 447
전라북도 군산시 소룡동,1010,1010,0,성원상떼빌,84.9506,202007,14,"7,700",11,2004,해망로 447
전라북도 군산시 소룡동,1010,1010,0,성원상떼빌,84.9506,202007,14,"7,600",8,2004,해망로 447
전라북도 군산시 소룡동,1010,1010,0,성원상떼빌,59.6885,202007,19,"6,300",14,2004,해망로 447
전라북도 군산시 소룡동,1010,1010,0,성원상떼빌,59.6885,202007,24,"4,500",1,2004,해망로 447
전라북도 군산시 소룡동,1561-1,1561,1,소룡그린,50.85,202007,6,"2,500",1,1992,소룡2길 34
전라북도 군산시 소룡동,1574,1574,0,스카이타운3차,31.8,202007,3,"2,350",10,2008,소룡안3길 34
전라북도 군산시 소룡동,755,755,0,신도시시티빌,45.36,202007,7,"3,000",19,2001,풍전6길 16
전라북도 군산시 소룡동,1560-2,1560,2,신흥무지개타운,53.33,202007,7,"2,800",4,1993,소룡1길 26
전라북도 군산시 소룡동,1560-2,1560,2,신흥무지개타운,53.33,202007,24,"3,000",7,1993,소룡1길 26
전라북도 군산시 소룡동,1349-26,1349,26,이화,53.88,202007,14,"1,900",6,1992,설림안3길 26
전라북도 군산시 소룡동,663,663,0,제이파크,59.9546,202007,3,"7,400",9,2006,해망로 606
전라북도 군산시 소룡동,663,663,0,제이파크,84.5266,202007,5,"11,000",12,2006,해망로 606
전라북도 군산시 소룡동,663,663,0,제이파크,84.5266,202007,9,"11,400",8,2006,해망로 606
전라북도 군산시 소룡동,663,663,0,제이파크,59.9546,202007,10,"7,400",5,2006,해망로 606
전라북도 군산시 소룡동,663,663,0,제이파크,84.5266,202007,11,"10,550",7,2006,해망로 606
전라북도 군산시 소룡동,663,663,0,제이파크,59.9546,202007,21,"7,000",12,2006,해망로 606
전라북도 군산시 소룡동,1386-10,1386,10,진흥,43.72,202007,1,"2,500",5,1991,설림안3길 32
전라북도 군산시 소룡동,1386-10,1386,10,진흥,43.72,202007,6,"3,100",9,1991,설림안3길 32
전라북도 군산시 소룡동,1386-10,1386,10,진흥,71.98,202007,9,"7,200",5,1991,설림안3길 32
전라북도 군산시 소룡동,1386-10,1386,10,진흥,71.98,202007,10,"5,900",7,1991,설림안3길 32
전라북도 군산시 소룡동,1551-3,1551,3,평화,58.15,202007,14,"2,000",4,1992,칠성6길 185
전라북도 군산시 수송동,904,904,0,동신,84.84,202007,9,"8,000",5,1991,축동로 10
전라북도 군산시 수송동,904,904,0,동신,67.41,202007,13,"5,000",3,1991,축동로 10
전라북도 군산시 수송동,904,904,0,동신,59.49,202007,22,"4,900",6,1991,축동로 10
전라북도 군산시 수송동,904,904,0,동신,59.49,202007,25,"4,900",6,1991,축동로 10
전라북도 군산시 수송동,904,904,0,동신,78.48,202007,27,"7,700",12,1991,축동로 10
전라북도 군산시 수송동,656,656,0,동영,39.5,202007,3,"4,000",13,1998,신평길 12
전라북도 군산시 수송동,656,656,0,동영,59.94,202007,29,"6,700",6,1998,신평길 12
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.9033,202007,2,"26,300",15,2010,수송동로 100
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.9033,202007,2,"21,000",3,2010,수송동로 100
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.952,202007,4,"24,300",16,2010,수송동로 100
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.9033,202007,4,"23,000",3,2010,수송동로 100
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.952,202007,5,"23,100",14,2010,수송동로 100
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.952,202007,6,"25,000",10,2010,수송동로 100
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.952,202007,8,"25,000",10,2010,수송동로 100
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.9033,202007,8,"25,300",9,2010,수송동로 100
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.7077,202007,10,"21,000",3,2010,수송동로 100
전라북도 군산시 수송동,830-1,830,1,세영리첼,84.7077,202007,16,"21,500",1,2010,수송동로 100
전라북도 군산시 수송동,829-1,829,1,수송2차 오투그란데,59.9958,202007,5,"17,500",19,2011,수송동로 105
전라북도 군산시 수송동,829-1,829,1,수송2차 오투그란데,59.9958,202007,7,"14,000",1,2011,수송동로 105
전라북도 군산시 수송동,829-1,829,1,수송2차 오투그란데,59.9958,202007,9,"17,400",19,2011,수송동로 105
전라북도 군산시 수송동,829-1,829,1,수송2차 오투그란데,59.6644,202007,10,"16,000",10,2011,수송동로 105
전라북도 군산시 수송동,829-1,829,1,수송2차 오투그란데,59.6644,202007,15,"14,000",1,2011,수송동로 105
전라북도 군산시 수송동,829-2,829,2,수송아이파크,119.9488,202007,7,"35,500",15,2008,수송동로 91
전라북도 군산시 수송동,829-2,829,2,수송아이파크,119.9488,202007,7,"33,900",9,2008,수송동로 91
전라북도 군산시 수송동,829-2,829,2,수송아이파크,119.9488,202007,8,"35,800",15,2008,수송동로 91
전라북도 군산시 수송동,Jan-33,33,1,제일,84.709,202007,1,"13,400",7,2002,축동안길 37
전라북도 군산시 수송동,Jan-33,33,1,제일,84.8211,202007,8,"13,300",9,2002,축동안길 37
전라북도 군산시 수송동,812,812,0,제일오투그란데1단지,84.9144,202007,8,"22,000",8,2008,축동로 42
전라북도 군산시 수송동,812,812,0,제일오투그란데1단지,84.9144,202007,10,"21,000",7,2008,축동로 42
전라북도 군산시 수송동,812,812,0,제일오투그란데1단지,84.8518,202007,11,"21,700",16,2008,축동로 42
전라북도 군산시 수송동,812-1,812,1,제일오투그란데2단지,92.7279,202007,5,"20,300",1,2008,축동로 34
전라북도 군산시 수송동,812-1,812,1,제일오투그란데2단지,91.1944,202007,6,"23,500",12,2008,축동로 34
전라북도 군산시 수송동,812-1,812,1,제일오투그란데2단지,92.7279,202007,11,"22,000",9,2008,축동로 34
전라북도 군산시 수송동,812-1,812,1,제일오투그란데2단지,92.7279,202007,25,"21,800",3,2008,축동로 34
전라북도 군산시 수송동,812-1,812,1,제일오투그란데2단지,92.7279,202007,25,"20,400",1,2008,축동로 34
전라북도 군산시 수송동,812-1,812,1,제일오투그란데2단지,110.1911,202007,31,"28,000",13,2008,축동로 34
전라북도 군산시 수송동,885-1,885,1,한라비발디1단지,103.5732,202007,1,"35,900",20,2008,수송동로 36
전라북도 군산시 수송동,885-1,885,1,한라비발디1단지,132.3131,202007,2,"36,500",11,2008,수송동로 36
전라북도 군산시 수송동,885-1,885,1,한라비발디1단지,100.3724,202007,8,"32,500",5,2008,수송동로 36
전라북도 군산시 수송동,885-1,885,1,한라비발디1단지,123.058,202007,9,"31,700",2,2008,수송동로 36
전라북도 군산시 수송동,885-1,885,1,한라비발디1단지,123.058,202007,20,"33,000",19,2008,수송동로 36
전라북도 군산시 수송동,885-1,885,1,한라비발디1단지,132.3131,202007,22,"37,000",14,2008,수송동로 36
전라북도 군산시 수송동,885-3,885,3,한라비발디2단지,84.9603,202007,1,"21,300",1,2008,수송동로 20
전라북도 군산시 수송동,885-3,885,3,한라비발디2단지,84.9603,202007,8,"25,600",15,2008,수송동로 20
전라북도 군산시 수송동,Feb-69,69,2,현대,84.96,202007,1,"13,000",16,1997,진포1길 10
전라북도 군산시 수송동,Feb-69,69,2,현대,59.955,202007,3,"9,000",11,1997,진포1길 10
전라북도 군산시 수송동,Feb-69,69,2,현대,59.955,202007,7,"9,500",11,1997,진포1길 10
전라북도 군산시 수송동,Feb-69,69,2,현대,59.955,202007,18,"13,500",12,1997,진포1길 10
전라북도 군산시 수송동,Feb-69,69,2,현대,59.955,202007,27,"10,800",14,1997,진포1길 10
전라북도 군산시 신풍동,892-8,892,8,월명,76.102,202007,3,"1,800",3,1979,신풍길 22
전라북도 군산시 신풍동,892-8,892,8,월명,78.452,202007,16,"1,400",4,1979,신풍길 22
전라북도 군산시 신풍동,892-8,892,8,월명,70.749,202007,27,"1,500",5,1979,신풍길 22
전라북도 군산시 옥산면 당북리,1048,1048,0,군산대광로제비앙아파트,84.9949,202007,10,"23,800",18,2017,월명로 55
전라북도 군산시 옥산면 당북리,1048,1048,0,군산대광로제비앙아파트,84.9959,202007,18,"23,300",19,2017,월명로 55
전라북도 군산시 옥산면 당북리,1046,1046,0,힐스테이트 은파 아파트,84.9838,202007,8,"18,700",2,2015,월명로 45
전라북도 군산시 월명동,07월 03일,7,3,다원파크빌,84.829,202007,25,"11,000",15,2002,구영6길 31
전라북도 군산시 월명동,01월 23일,23,1,클래시움,170.353,202007,23,"22,000",3,2004,월명1길 3
전라북도 군산시 장재동,Apr-45,45,4,그린장미,71.01,202007,3,"5,400",5,1992,풍문2길 30
전라북도 군산시 장재동,Apr-45,45,4,그린장미,59.76,202007,9,"4,500",3,1992,풍문2길 30
전라북도 군산시 장재동,Apr-45,45,4,그린장미,72.33,202007,16,"6,500",2,1992,풍문2길 30
전라북도 군산시 장재동,380-1,380,1,한일,81.54,202007,14,"4,800",3,1989,동팔마길 39
전라북도 군산시 장재동,212,212,0,현대세솔,84.964,202007,2,"12,000",11,2002,풍문2길 35
전라북도 군산시 장재동,212,212,0,현대세솔,59.976,202007,4,"8,000",7,2002,풍문2길 35
전라북도 군산시 장재동,212,212,0,현대세솔,59.978,202007,6,"8,000",11,2002,풍문2길 35
전라북도 군산시 장재동,212,212,0,현대세솔,84.964,202007,27,"10,800",10,2002,풍문2길 35
전라북도 군산시 조촌동,3963,3963,0,e편한세상 디오션시티,74.968,202007,3,"28,500",6,2018,궁포2로 25
전라북도 군산시 조촌동,3963,3963,0,e편한세상 디오션시티,59.8841,202007,4,"24,000",17,2018,궁포2로 25
전라북도 군산시 조촌동,3963,3963,0,e편한세상 디오션시티,106.3537,202007,9,"44,000",18,2018,궁포2로 25
전라북도 군산시 조촌동,3963,3963,0,e편한세상 디오션시티,74.968,202007,25,"27,900",2,2018,궁포2로 25
전라북도 군산시 조촌동,3967,3967,0,e편한세상 디오션시티2차,113.8821,202007,9,"45,320",13,2020,궁포1로 82
전라북도 군산시 조촌동,3943,3943,0,군산디오션시티푸르지오,59.9846,202007,3,"24,400",6,2018,궁포2로 20
전라북도 군산시 조촌동,3943,3943,0,군산디오션시티푸르지오,84.5547,202007,3,"34,900",17,2018,궁포2로 20
전라북도 군산시 조촌동,3943,3943,0,군산디오션시티푸르지오,84.5847,202007,6,"32,500",3,2018,궁포2로 20
전라북도 군산시 조촌동,3943,3943,0,군산디오션시티푸르지오,59.9846,202007,10,"24,900",18,2018,궁포2로 20
전라북도 군산시 조촌동,3943,3943,0,군산디오션시티푸르지오,84.7242,202007,13,"35,300",15,2018,궁포2로 20
전라북도 군산시 조촌동,3943,3943,0,군산디오션시티푸르지오,84.7242,202007,18,"36,000",27,2018,궁포2로 20
전라북도 군산시 조촌동,3943,3943,0,군산디오션시티푸르지오,59.9846,202007,19,"25,300",23,2018,궁포2로 20
전라북도 군산시 조촌동,3943,3943,0,군산디오션시티푸르지오,59.9846,202007,30,"24,800",29,2018,궁포2로 20
전라북도 군산시 조촌동,759-1,759,1,대명3차,71.37,202007,28,"6,500",2,1989,신촌1길 36
전라북도 군산시 조촌동,907-2,907,2,동신개나리,59.84,202007,8,"5,600",1,1995,양안로 119
전라북도 군산시 조촌동,907-2,907,2,동신개나리,47.62,202007,12,"4,800",11,1995,양안로 119
전라북도 군산시 조촌동,771,771,0,부향하나로,39.96,202007,8,"2,950",13,1996,번영로 188-22
